id_a,id_b,cosine_distance
33,991,0.05694986271365308
33,930,0.04155943011116537
33,138,0.040112688184831914
33,735,0.039705291962275464
33,486,0.03720797170071491
33,360,0.0346925245857979
33,1009,0.034406069829068964
33,1010,0.034406069829068964
33,540,0.03361408646265502
34,842,0.08849638079737682
34,413,0.08740586347467268
34,875,0.07531100466235205
34,360,0.05833320221617257
34,162,0.05007717033222568
34,316,0.04881875933002948
34,792,0.04310269136844884
34,497,0.043050684343986664
34,1010,0.03519614568086341
34,1009,0.03519614568086341
35,392,0.13542920483533463
35,162,0.06763148595809039
35,138,0.06284656795508642
35,972,0.05996897128322759
35,875,0.03863308338144988
35,1010,0.037644592723120415
35,1009,0.037644592723120415
35,398,0.03259016052077263
35,792,0.02387714402439559
35,840,0.022243861213275172
36,648,0.13274527713570444
36,833,0.12986603731459095
36,832,0.11667830858861022
36,413,0.1129338466862339
36,788,0.09085003753867286
36,803,0.08956818221275845
36,765,0.06979547393324587
36,221,0.06898146224322695
36,756,0.06463148346700268
36,392,0.06223412081133837
37,153,0.10261599911280361
37,486,0.09702081684616368
37,651,0.0841705149276469
37,354,0.08332525455931805
37,753,0.059821057109769704
37,951,0.04953822061573658
37,868,0.045059121070260014
37,138,0.038155250269502804
37,360,0.03805943205380718
37,1009,0.037534108925306994
38,792,0.07763124858815915
38,840,0.06081067023889826
38,991,0.060088076133383586
38,360,0.051986123539988785
38,978,0.047027312636372554
38,845,0.045698420537507264
38,611,0.0424502082103948
38,162,0.027941382895304193
38,118,0.027778470068445447
38,221,0.02702159238018319
39,413,0.11791123133589801
39,875,0.10810643775135606
39,241,0.10278100763353717
39,930,0.08940614051975974
39,648,0.06523590861598208
39,842,0.055289360930384404
39,803,0.044008480681701684
39,668,0.041136245563521176
39,593,0.03621880321643889
39,991,0.03457796662020077
40,50,0.09374729289526378
40,182,0.06293366219873822
40,472,0.05032051232421827
40,392,0.03934322971467345
40,523,0.02341291668648519
40,1009,0.021650334798840938
40,1010,0.021650334798840938
40,398,0.018931637153740983
40,545,0.017860093326117172
40,753,0.0176111528943388
41,262,0.056698452102256644
41,336,0.051313232376229395
41,1009,0.03540679615895216
41,1010,0.03540679615895216
41,668,0.03233395617183825
41,593,0.028468742826527543
41,360,0.02615795908384459
41,972,0.023740207885743235
41,241,0.02071379151256308
41,242,0.02055345569652742
42,845,0.12311749045449019
42,545,0.11637411451997855
42,217,0.11112200674376023
42,221,0.10628214764133373
42,868,0.10406569486983665
42,398,0.10046840483287695
42,875,0.09700268680559515
42,12,0.0799463512267431
42,225,0.07663819076691733
42,354,0.07000337883475863
43,153,0.11977467944424453
43,486,0.07609691777522871
43,316,0.06825838285861412
43,868,0.0680420626420522
43,875,0.06342400250465974
43,338,0.05678329386579653
43,221,0.04860071831838879
43,1013,0.04223136208967301
43,832,0.040699345237366805
43,930,0.03994448175046751
44,540,0.0602667237877742
44,765,0.049866805729577746
44,756,0.03932187824267125
44,241,0.03841103913499139
44,389,0.038385332976078476
44,138,0.0347814746496754
44,762,0.03432747844658429
44,593,0.03144264136025906
44,951,0.0313247077845524
44,545,0.030321237126035742
45,845,0.09210704396801528
45,756,0.06774107944309864
45,398,0.057263685448340956
45,997,0.04354137188697555
45,42,0.042132104621141905
45,308,0.04088386314437499
45,784,0.03814896985437656
45,785,0.03628670910544956
45,840,0.03603304684238199
45,182,0.032828540841351984
46,540,0.11948102438680476
46,389,0.06880441142081582
46,972,0.04974044385153699
46,784,0.04636416181629607
46,765,0.04215156666509533
46,138,0.04084593369747749
46,995,0.03958118411956881
46,182,0.025935240802447686
46,497,0.02117722872288484
46,338,0.020384051269295905
47,868,0.058575805137679446
47,7,0.05589612043711331
47,875,0.05460022620579087
47,1009,0.04951410107347935
47,1010,0.04951410107347935
