title,description,genre,website_url,image_url,description_length,id,k_means_cluster
100 Bloody Acres,"Organic fertilizer producers and brothers are on the hunt for their ""secret ingredient"". When Reg, comes across a group of friends stranded on a remote country road, he sees a radical solution to their supply problem.","Comedy, Drama, Movies",https://iview.abc.net.au/show/100-bloody-acres/video/ZW2976A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2976A001S00_60de5fb5e632f_1920.jpg,36,0,0
13 Assassins,"When the sadistic excesses of Lord Matsudaira grow too extreme, a group of his own samurai are enlisted to assassinate him and end his deadly reign. A period action film from cult director, Takashi Miike (Ichi the Killer).","Drama, Movies",https://iview.abc.net.au/show/13-assassins/video/ZW2849A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2849A001S00_60a1a63c54e5d_1280.jpg,38,1,0
199 Little Heroes,"The journey to school is a very special type of life experience shared by millions of children around the world but in different ways. What happens between the two most important places in a child's life, home and school? Stages 2-3 HSIE, Stages 3-4 Geography.",Education,https://iview.abc.net.au/show/199-little-heroes,https://cdn.iview.abc.net.au/thumbs/i/zw/publicity_ZW0735A.jpg,45,2,11
30 Days Of Night,"After an Alaskan town is plunged into darkness for a month, it is attacked by a maniacal horde of vampires. The local sheriff, and a small but resilient band of survivors, work to help the few remaining townsfolk survive.","Drama, Movies",https://iview.abc.net.au/show/30-days-of-night/video/ZW2855A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2855A001S00_609cd8b47a95e_1280.jpg,39,3,5
7.30 Special: The Property Market,"In a 7.30 Special, Alan Kohler reports on housing affordability and the Australian property market, examining how the COVID-19 pandemic has seen prices surge and new homeowners struggle to enter the market.",News and current affairs,https://iview.abc.net.au/show/7-30-special-the-property-market/video/NS2170H001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2170H001S00_61bc0c43e9468_3600.jpg,32,4,4
7.30,"Leigh Sales presents Australia's leading nightly public affairs program, bringing you a unique perspective on the days issues, exclusive investigations and compelling interviews. Plus political analysis from Laura Tingle.",News and current affairs,https://iview.abc.net.au/show/7-30,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2201H_61ccfedf3afcf_3600.jpg,29,5,8
72 Cutest Animals,The animal kingdom continually astounds us with showcases of strength and capability beyond our own. This series examines how some creatures possess an emotional appeal that we are powerless to resist.,Family,https://iview.abc.net.au/show/72-cutest-animals,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2439A_60da86e32944a.jpg,31,6,6
8MMM,"An Indigenous crew from a remote radio station air the day-to-day shenanigans of Alice Springs and its surrounds, from education, culture, money and reconciliations.",Comedy,https://iview.abc.net.au/show/8mmm,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1330D_60875c2b7d646_1920.jpg,24,7,1
9/11: Life Under Attack,"9/11 was the first major news event in the age of digital cameras and voicemails. This remarkable film tells the never-before-told stories of that day, created through a tapestry of previously unseen video and unheard audio.",Documentary,https://iview.abc.net.au/show/9-11-life-under-attack/video/ZW3079A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3079A001S00_6124670cde10d.jpg,36,8,3
9/11 Stories,"20 Years after the 9/11 Attacks, John Barron speaks with 20 Australians whose lives were forever changed on that fateful day. Hear their stories of loss, love, courage, dedication and hope.",News and current affairs,https://iview.abc.net.au/show/9-11-stories/video/NS2158H001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2158H001S00_613a8fe1c0203_1920.jpg,31,9,4
a-ha The Movie,"a-ha's hit Take On Me is still one of the most played songs of the last millennium. This film follows the band over four years, sharing the full story of how three young men followed their impossible dream of making it big.","Arts and culture, Documentary",https://iview.abc.net.au/show/a-ha-the-movie/video/ZW3088A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3088A001S00_612f1de387f2e_1920.jpg,42,10,13
Abby's Amazing Adventures,"Join everyone's favourite fairy-in-training, Abby Cadabby, as she travels beyond Sesame Street with her stepbrother Rudy to visit fantastical locations and take on ""missions"" themed around different careers.",Kids,https://iview.abc.net.au/show/abby-s-amazing-adventures,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3045A_617791b4d9452.jpg,28,11,9
ABC Education Good Mornings,How would you greet someone in the language of the land on which you live? Children from around Australia encourage you to join them as they share greetings in their Indigenous languages.,Education,https://iview.abc.net.au/show/abc-education-good-mornings,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2037H_5fa4e97bdf7fc_1675.jpg,32,12,3
ABC Late News Weekend,"Live across Australia, the latest from ABC News, following today's top stories and live coverage of events as they unfold. Plus comprehensive analysis, context and original investigations from ABC reporters around the world.",News and current affairs,https://iview.abc.net.au/show/abc-late-news-weekend,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2256H_61bbc0cf8f112_1280.jpg,33,13,8
ABC Late News,"End your day informed and up-to-date with the best coverage of today's top stories and the latest news. Michael Tetlow brings you a complete snapshot of what's happening in the cities and suburbs, regions and rural Australia.",News and current affairs,https://iview.abc.net.au/show/abc-late-news,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2209W_61c26a49cb20c.jpg,37,14,8
ABC NEWS Live Stream,"ABC NEWS features continuous, commercial-free coverage of major breaking stories in Australia and around the world, including latest updates on the Ukraine-Russia crisis and coronavirus (COVID-19).",News and current affairs,https://iview.abc.net.au/show/abc-news-24/video/NS1413V001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS1413V001S00_62174c286bf8f_1920.jpg,26,15,8
ABC News ACT,"News from where you live. ABC News ACT brings you today's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Dan Bourchier (Sun-Thu) and Craig Allen (Fri and Sat).",News and current affairs,https://iview.abc.net.au/show/abc-news-act,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2204C_61b82d0a7f56d.jpg,36,16,8
ABC News At Noon Weekend,"Miriam Corowa presents the latest from ABC News, following today's top stories and coverage of events as they unfold. Plus original reporting, expert analysis and all the updated news, sport, weather and information you need.",News and current affairs,https://iview.abc.net.au/show/abc-news-at-noon-weekend,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2246H_61ccefe79de03_1920.jpg,35,17,8
ABC News At Noon,"Watch what happens as the day unfolds. Ros Childs brings you the top stories, breaking news, original reporting plus the latest details and special guests to keep you informed and up to date on the issues that matter.",News and current affairs,https://iview.abc.net.au/show/abc-news-at-noon,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2217H_61cd3dc58b779_1280.jpg,38,18,8
ABC News Mornings,"Joe O'Brien guides you through the morning with a mix of the latest news, live crosses to ABC reporters on the scene, media conferences and expert guests. Plus sports headlines with Tony Armstrong and weather with Nate Byrne.",News and current affairs,https://iview.abc.net.au/show/abc-news-mornings,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2213H_61cd3d69e1a57_3600.jpg,38,19,8
ABC News NSW,"News from where you live. ABC News NSW brings you today's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Juanita Phillips (Sun-Thu) and Jeremy Fernandez (Fri-Sat).",News and current affairs,https://iview.abc.net.au/show/abc-news-nsw,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2201H_61b82d095b2ea.jpg,34,20,8
ABC News NT,News from where you live. ABC News NT brings you today's top stories and exclusive reporting on the issues that matter from the Top End to the outback and remote communities. Presented by Melissa Mackay and Housnia Shams.,News and current affairs,https://iview.abc.net.au/show/abc-news-nt,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2207D_620eeef774372_3600.jpg,38,21,8
ABC News QLD,"News from where you live. ABC News QLD brings you today's top stories, exclusive investigations and original reporting on the issues that affect you. Presented by Matt Wordsworth (Mon-Thu) and Jessica van Vonderen (Fri-Sun).",News and current affairs,https://iview.abc.net.au/show/abc-news-qld,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2205Q_61b82d0ac67af.jpg,34,22,8
ABC News Regional,Miriam Corowa brings you a closer look at what's making headlines in regional and rural Australia. ABC News reporters across the country uncover the news and unique stories about what's really going on outside the big cities.,News and current affairs,https://iview.abc.net.au/show/abc-news-regional,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2227H_61ea7ad40bfcd_1920.jpg,37,23,8
ABC News SA,"News from where you live. ABC News SA brings you today's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Jessica Harmsen (Mon-Thu) and Emma Rebellato (Fri-Sun).",News and current affairs,https://iview.abc.net.au/show/abc-news-sa,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2206S_61f8c5ad3f32f_3600.jpg,34,24,8
ABC News Stories,"Watch some of the special features, stories, interviews and explainers produced by ABC News to bring you a clearer understanding of the issues and events that affect you.",News and current affairs,https://iview.abc.net.au/show/abc-news-stories,https://cdn.iview.abc.net.au/thumbs/i/ne/NEWS2022_61d23df9b7886_1920.jpg,28,25,8
ABC News TAS,"News from where you live. ABC News Tasmania brings you today's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Guy Stayner (Mon-Fri) and Alexandra Alvaro (Sat-Sun).",News and current affairs,https://iview.abc.net.au/show/abc-news-tas,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2203T_61b82d0a2fdec.jpg,34,26,8
ABC News VIC,"News from where you live. ABC News Victoria brings you the day's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Tamara Oudyn (Sun-Thu) and Mary Gearin (Fri-Sat).",News and current affairs,https://iview.abc.net.au/show/abc-news-vic,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2202V_61b82d09b1c5c.jpg,35,27,8
ABC News WA,"News from where you live. ABC News WA brings you today's top stories, exclusive investigations and original reporting on the issues that matter to you. Presented by Pamela Medlen (Mon-Thu) and Briana Shepherd (Fri-Sun).",News and current affairs,https://iview.abc.net.au/show/abc-news-wa,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2208W_61b82d0ba26cd.jpg,34,28,8
ABC News With Auslan,The latest news and information from ABC News. This bulletin will be Auslan interpreted to provide accessible information to keep Australia's deaf community connected and informed. Presented by Miriam Corowa.,News and current affairs,https://iview.abc.net.au/show/abc-news-with-auslan,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2271H_61fb6f661e966_1920.jpg,30,29,8
ABC News,"Miriam Corowa presents the latest from ABC News, following today's top stories and coverage of events as they unfold. Plus original reporting, expert analysis and all the updated news, sport, weather and information you need.",News and current affairs,https://iview.abc.net.au/show/abc-news,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2151H_60e7c4a8416d1_1920.jpg,35,30,8
ABC SingSong,Each episode of this captivating music video series features a song about one letter of the alphabet. Vibrant animation accompanies toe-tapping tunes for a unique and alluring experience that young viewers will love.,"Education, Kids",https://iview.abc.net.au/show/abc-singsong,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2434A_5f910fe96bbf7_1280.jpg,33,31,11
About Sex,"About Sex invites teens to take a funny and frank look at what's going on in their head, their heart and between their legs as they navigate life and love as a young adult.",Comedy,https://iview.abc.net.au/show/about-sex,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2821A_60b6ea9ff03f3_1280.jpg,34,32,1
Absolutely Anything,"Aliens place the fate of humanity in the hands of a schoolteacher, bestowing him the ability to do absolutely anything, but only his talking dog seems to have any idea how to use the power properly.","Comedy, Movies",https://iview.abc.net.au/show/absolutely-anything/video/ZW2870A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2870A001S00_609cd53718d8c_1280.jpg,36,33,1
Accidents Happen,"A wickedly funny and surprisingly moving fable of family, fate and misfortune in American suburbia. The manicured lawns of 1980s New England imply an order that simply doesn't exist for the Conway family.","Comedy, Drama, Movies",https://iview.abc.net.au/show/accidents-happen/video/ZW2977A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2977A001S00_60dbd7b3bd8b7_1920.jpg,33,34,6
Accused,"From acclaimed writer Jimmy McGovern, each episode of The Accused examines a person who is accused of a crime and what led them to end up in the Dock.",Drama,https://iview.abc.net.au/show/accused,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6043A_607d1b489bf16_1280.jpg,29,35,10
Ackley Bridge,"In a Yorkshire town, the merging of two schools brings together students from two communities, as tensions rise and cultures clash.","Comedy, Drama",https://iview.abc.net.au/show/ackley-bridge,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2744A_60e549b6bd465_1280.jpg,21,36,5
Adam Hills: The Last Leg,"Adam, Josh and Alex are back for a brand new season of The Last Leg in 2022, celebrating 10 years looking at the lighter side of the week's news. Fast-tracked from the UK.","Comedy, Panel and discussion",https://iview.abc.net.au/show/adam-hills-the-last-leg,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3242A_61e784bb8094f_1920.jpg,33,37,1
Adaptation,"A lovelorn screenwriter struggles to adapt 'The Orchid Thief'. Overwhelmed with feelings of inadequacy, his life spins out of control as the story he is writing and his life strangely intertwine.","Drama, Movies",https://iview.abc.net.au/show/adaptation/video/ZW3009A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3009A001S00_60c19ee70794a.jpg,31,38,0
Adoration,"Two lifelong best friends each begin a steamy affair with the other's son, but trouble begins to brew when one of the two young men desires a lover his own age.","Drama, Movies",https://iview.abc.net.au/show/adoration/video/ZW2377A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2377A001S00_5ef435a64ee54.jpg,31,39,0
Adventures Of Paddington: Lost Letter,Paddington has sent Jonathan's Santa letter to Peru by mistake. He sends Pigeonton to The North Pole with a new list but now he's missing. A storm causes a power cut which means Christmas will be ruined for everyone.,"Family, Kids",https://iview.abc.net.au/show/adventures-of-paddington-lost-letter/video/ZW2513A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2513A001S00_61931e7954b74.jpg,39,40,3
The Adventures Of Paddington,"The Adventures of Paddington is a new version of a familiar bear. A heart-warming show about being curious, being good to others, and being part of a loving family.",Kids,https://iview.abc.net.au/show/adventures-of-paddington,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2511A_5febd76a1b976.jpg,29,41,9
Advice To My 12 Year Old Self,"A range of talented Australians, including some of our most well-known Indigenous stars, offer advice to their 12-year-old selves. Stages 4-5 PDHPE.",Education,https://iview.abc.net.au/show/advice-to-my-12-year-old-self,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1831V_5b3b02a0ef990.jpg,22,42,11
Afternoon Briefing,"The daily destination for #auspol addicts. With a Federal Election due before the end of May, Greg Jennett will break political news and interrogate politicians, candidates and public officials on the big national issues.","News and current affairs, Panel and discussion",https://iview.abc.net.au/show/afternoon-briefing,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2222V_61f72155373ab_3600.jpg,34,43,4
Aftertaste,"Having burned all his bridges, celebrity chef Easton West finds himself back in his hometown, repairing relationships and reinventing himself with a little help from his wunderkind niece.",Comedy,https://iview.abc.net.au/show/aftertaste,https://cdn.iview.abc.net.au/thumbs/i/co/CO1904S_600505a6a1ac5.jpg,28,44,1
Against All Odds: Inside Statistics,This series maintains the same emphasis on doing statistics. Video modules take viewers on location to where people from all walks of life are using statistics in their work. Stages 4-6 Science and Geography,Education,https://iview.abc.net.au/show/against-all-odds-inside-statistics,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1263A_5993a0ef53005_1280.jpg,34,45,11
Akmal: Transparent,"Akmal, at his brilliant best, tackles every subject from reality TV through to dealing with Australian politics. Filmed live from the Blue Mountains, NSW.",Comedy,https://iview.abc.net.au/show/akmal-transparent/video/ZW2805A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2805A001S00_60a46259aabdd_1280.jpg,24,46,1
Alan Kohler Explains,What is a recession? Is the government running out of money? Why are markets booming in an economic slowdown? Alan Kohler breaks down some of the big economic questions that affect you.,News and current affairs,https://iview.abc.net.au/show/alan-kohler-explains,https://cdn.iview.abc.net.au/thumbs/i/ko/KOHL2022_62006e9aede87_1920.jpg,32,47,4
Aliens Love Underpants And...,"We all know that Aliens Love Underpants but what else do they love? Join us as our five favourite underpants loving aliens star in a series of silly, catchy songs about their other great loves.",Kids,https://iview.abc.net.au/show/aliens-love-underpants-and,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1899A_5db0e58ba92ad_1280.jpg,35,48,9
All Creatures Great And Small,"Fresh out of Glasgow Veterinary College, James follows his dream to become a vet in the magnificent Yorkshire Dales. Adapted from acclaimed author, James Herriot's cherished stories.",Drama,https://iview.abc.net.au/show/all-creatures-great-and-small,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2444A_61d3b7f87057a.jpg,27,49,5
All My Friends Are Racist,"In a survival-of-the-fiercest, two twenty-something black millennials decide it's time to call the racists out. They think it could cause a revolution, instead it causes a downgrade in lifestyle.",Comedy,https://iview.abc.net.au/show/all-my-friends-are-racist,https://cdn.iview.abc.net.au/thumbs/i/ip/IP2001H_6123300df2ed0_3600.jpg,29,50,12
Altered,"From the writer-director of The Blair Witch Project comes the story of four men, whose lives were forever changed by a strange occurrence, fifteen years ago. Now, the same group will spend a night together, in terror.",Movies,https://iview.abc.net.au/show/altered/video/ZW2871A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2871A001S00_60cfdb27d89f5_1920.jpg,37,51,10
Alva's World,"With the help of her Oolie friends and Mo, Alva learns how to navigate Gizmo, a world which echoes the internet with all its wonders and risks safely.",Kids,https://iview.abc.net.au/show/alva-s-world,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3111A_619c2b1608a6f.jpg,28,52,9
Amelia Parker,"Follow the comedic antics of Amelia Parker, the quietest member of the Parker Andersons, an intercontinental, interracial, blended family, as she discovers her voice in a new country and a new family.",Family,https://iview.abc.net.au/show/amelia-parker,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3184A_61b9207c13f12_1920.jpg,32,53,2
An Accidental Soldier,"On the Western Front in WWI, an Australian on the run finds unexpected love with a grieving farm wife who tries to protect him from the war that shattered both their lives.","Drama, Movies",https://iview.abc.net.au/show/an-accidental-soldier/video/DR1201W001S00,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1201W001S00_5b2713da02e5a_1280.jpg,32,54,0
And We Danced,The Australian Ballet has evolved to become our nations most treasured performing arts company and an icon of dance. And We Danced looks back to reveal what has shaped this world-class institution and made it uniquely ours.,"Arts and culture, Documentary, Family",https://iview.abc.net.au/show/and-we-danced,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1945H_60da86d6e92a6.jpg,37,55,14
And When Did You Last See Your Father?,"A moving and candid memoir of a son's conflicting memories of his dying father. Based on the award-winning memoir by Blake Morrison, with powerful performances by Academy Award-winning actors Jim Broadbent and Colin Firth.","Drama, Movies",https://iview.abc.net.au/show/and-when-did-you-last-see-your-father/video/ZW2857A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2857A001S00_60a1d44edf5ee_1920.jpg,34,56,0
Andy's Aquatic Adventures,"Andy works at Safari World, the best safari park! But when disaster strikes, he jets off in search of the animal that will help him put things right. It could be a blue whale, a bottlenose dolphin or a sarcastic fringehead!","Family, Kids",https://iview.abc.net.au/show/andy-s-aquatic-adventures,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2344A_5f604ceddc7dc.jpg,41,57,9
Andy's Baby Animals,"To survive in the wild, baby animals must learn the same skills as we do - how to climb, swim, play and make friends. Each episode is themed around a different behaviour that baby animals have to learn.",Kids,https://iview.abc.net.au/show/andy-s-baby-animals,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1218A_5d4cf33e0e9df_1280.jpg,38,58,9
Angel,"Adapted from Elizabeth Taylor's novel, a passionate young writer in Edwardian England finds the grand world of the pulpy novels she is writing are replacing her own reality.","Drama, Movies",https://iview.abc.net.au/show/angel/video/ZW2872A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2872A001S00_609b84d46f187_1920.jpg,28,59,0
Anh's Brush With Fame,"Anh Do paints some of Australia's most famous faces and captures their personalities on the canvas. The charismatic comedian, writer and Archibald Finalist delves into the inspirational stories that have shaped their lives.","Arts and culture, Comedy, Documentary",https://iview.abc.net.au/show/anh-s-brush-with-fame,https://cdn.iview.abc.net.au/thumbs/i/do/DO2030H_60503c0821523.jpg,33,60,13
Annika,"Detective Chief Inspector Annika Strandhed has just become head of a new specialist Marine Homicide Unit, tasked with solving murders that take place in and around the waterways of Scotland.",Drama,https://iview.abc.net.au/show/annika,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2613A_616cf76dd0383_1920.jpg,30,61,5
Another Year,"Follow happily-married couple Tom and Gerri and their friends and family over four seasons, as they negotiate life with kindness, love and good cheer.","Drama, Movies",https://iview.abc.net.au/show/another-year/video/ZW2848A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2848A001S00_609c6c3177ffa_1920.jpg,24,62,9
Archer,"Archer and his co-pilot Pam navigate quicksand, cannibals, super-intelligent monkeys, poison darts and pirates. Welcome to the mysterious and deadly world of Archer: Danger Island.",Comedy,https://iview.abc.net.au/show/archer,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1947A_61f86e766b3d4_3600.jpg,25,63,1
Are You Tougher Than Your Ancestors?,"Disgusting chores, mind-bending challenges and incredible feats of ingenuity await as Australian kids of today take on a day in the life of their ancestors. Will they have what it takes to be tougher?","Education, Family",https://iview.abc.net.au/show/are-you-tougher-than-your-ancestors,https://cdn.iview.abc.net.au/thumbs/i/ch/CH1913S_5ed5acc7a0332.jpg,34,64,3
Arj Barker: Go Time,"Filmed in front of a live audience from the historic State Theatre in Sydney, join stand-up comedian Arj Barker as he presents his hilarious Go Time show.",Comedy,https://iview.abc.net.au/show/arj-barker-go-time/video/ZW0749A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0749A001S005731277c985848.93111191_1280.jpg,27,65,1
Arj Barker: Heavy,"Armed only with a microphone and a harmonica, heavyweight US comic, Arj Barker tackles over 17 of the heaviest topics around. Filmed at the historic Regal Theatre in Perth.",Comedy,https://iview.abc.net.au/show/arj-barker-heavy/video/ZW2801A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2801A001S00_60a4825cdaa4f_1280.jpg,29,66,1
Arj Barker: Organic,"Arj nurtures the finest free-range topics until they're brimming with wholesome hilarity, and ready for a tellin'. His cruelty-free jokes are ALWAYS tested on animals. Filmed at the Powerhouse in Brisbane.",Comedy,https://iview.abc.net.au/show/arj-barker-organic/video/ZW2806A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2806A001S00_60a45beca0588_1920.jpg,31,67,1
Armadillo: Narrated By David Attenborough,"In the heart of Brazil lives an animal so elusive, few have ever seen it in the wild. David Attenborough reveals how the extraordinary giant armadillo provides homes for scores of other species.","Documentary, Family",https://iview.abc.net.au/show/armadillo-narrated-by-david-attenborough/video/ZW3114A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3114A001S00_61443f4a0f33d_1920.jpg,33,68,2
Art Blast,Join The Listies on a surprisingly silly journey through the world of art! Boffin Rich supplies the arts and art noob Matt brings the farts. Together they blast their way on a mind-bending journey to the gallery and beyond!,Education,https://iview.abc.net.au/show/art-blast,https://cdn.iview.abc.net.au/thumbs/i/ch/CH1920V_608100fa34173_1920.jpg,39,69,14
Art Ninja,"Join the Art Ninja for more artistic antics in this brand new series. Brandishing paints and pens, Ricky ninjas up more amazing masterpieces and finds himself in the most unlikely situations with his motley crew of mates.",Family,https://iview.abc.net.au/show/art-ninja,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2669A_618dc72d897b1_3600.jpg,37,70,6
The Art of Collecting,"These short intimate stories by artist Kate Blackmore uncover the meaning, memories, and inspiration behind the often weird and wonderful personal collections of five Australian artists.",Arts and culture,https://iview.abc.net.au/show/art-of-collecting/video/AC1940H006S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1940H006S00_60c975adba302_1280.jpg,26,71,13
The Art of Remembrance,Nate Byrne explores the role of paintings and sketches that represent the experiences of our service personnel and how visual art can help us to learn more about Australia's military history.,"Arts and culture, Documentary",https://iview.abc.net.au/show/art-of-remembrance/video/RF2009H001S00,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2009H001S00_6082437f5c064_1280.jpg,31,72,14
Art With Mati And Dada,"An artistic animated series about Mati, a cheerful little girl with a passion for art, who is transported into the lives of famous artists from the past by her eccentric, magical sidekick Dada. Early Stage 1- Stage 1 Art.",Education,https://iview.abc.net.au/show/art-with-mati-and-dada,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1163A_592fbea74ff11_1280.jpg,39,73,11
Art Works,"Art Works is dedicated to exploring the full spectrum of the arts in Australia. Hosted by arts broadcaster Namila Benson, Art Works will reset the national artistic conversation featuring a palette of ideas for everyone.","Arts and culture, Comedy",https://iview.abc.net.au/show/art-works,https://cdn.iview.abc.net.au/thumbs/i/ac/AC2012H_60827343dc168_1920.jpg,35,74,14
Arthur,"Follow the adventures of Arthur, an 8-year-old aardvark, and his family and friends as they grow up and learn how to be good neighbors to one another.",Kids,https://iview.abc.net.au/show/arthur,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2049A_5e3a39cc858fb.jpg,27,75,9
Ask The Doctor,"Ask the Doctor is an innovative, fun, and exploratory factual series that addresses the state of the nation's health, the latest in medical treatments and the future of healthcare as we know it.","Documentary, Lifestyle",https://iview.abc.net.au/show/ask-the-doctor,https://cdn.iview.abc.net.au/thumbs/i/do/DO1708V_5ba98ee875b14.jpg,33,76,1
Athleticus,"From table tennis to fixed bar, bobsleigh and curling, the animals of Athleticus react according to their personality and the peculiarities of their anatomy, creating comical or poetic situations, but always offbeat.",Family,https://iview.abc.net.au/show/athleticus,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3061A_6143f50272acd_3600.jpg,32,77,10
Atom Bond,"Shrouded in the mysterious world of espionage, Agent Gold is on a mission exploring the complex world of chemical bonds. This reimagining of a classic animation takes a comprehensive look at covalent, ionic and metallic bonding. Secondary Science.",Education,https://iview.abc.net.au/show/atom-bond,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1620A_5afa853d16153.jpg,38,78,14
Attenborough And The Empire Of The Ants,"Sir David Attenborough guides us through the mysterious realm of ants, presenting a cast of queens and workers, scouts and soldiers whose stories play out like a medieval saga.","Documentary, Family",https://iview.abc.net.au/show/attenborough-and-the-empire-of-the-ants/video/ZW1099A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1099A001S00_5b04b917f2e9c.jpg,29,79,2
Aussie Inventions That Changed the World,"From life-saving devices to modern conveniences, this eight-part series reveals a raft of great Australian inventors who turned game-changing ideas into a reality and forever changed how we live.",Documentary,https://iview.abc.net.au/show/aussie-inventions-that-changed-the-world,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2425A_6023608bc132a_1280.jpg,29,80,10
Australia Calling: 80 Years of International Broadcasting,"In 1939 PM Menzies launched Australia's first international broadcast service Australia Calling. For 80 Years ABC has delivered an Australian perspective on the culture and events of the Asia Pacific on radio, TV and digital.",News and current affairs,https://iview.abc.net.au/show/australia-calling-80-years-of-international-broadcasting/video/NC1940H001S00,https://cdn.iview.abc.net.au/thumbs/i/nc/NC1940H001S00_5df319bf63a61_1280.jpg,35,81,4
Australia Day Live 2022,"A concert and fireworks spectacular from Sydney featuring Delta Goodrem, Casey Donovan, Shane Howard, Andrew Farriss, Jon Stevens, Isaiah Firebrace, William Barton, Amber Lawrence, Kirsty Lee Akers, Emma Donovan and more.",Arts and culture,https://iview.abc.net.au/show/australia-day-live-2022/video/RV2103H001S00,https://cdn.iview.abc.net.au/thumbs/i/rv/RV2103H001S00_61df7bff2e59b_3600.jpg,31,82,13
