title,description,genre,website_url,image_url,description_length,id,k_means_cluster
Census 2021: Why We Count,"The 2021 Australian Census is on Tuesday 10 August. In this special program we look at how the information is collected, what it reveals about who we are, how we are changing and the planning decisions it helps inform.","Education, News and current affairs",https://iview.abc.net.au/show/census-2021-why-we-count,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2001H_6109f41b2998e_1920.jpg,39,191,4
Census: Why We Count (2021),"The 2021 Australian Census is on Tuesday 10 August. In this special program we look at how the information is collected, what it reveals about who we are, how we are changing and the planning decisions it helps inform.","Documentary, News and current affairs",https://iview.abc.net.au/show/census-why-we-count-2021/video/RF2001H008S00,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2001H008S00_610a2ddfca6aa_1920.jpg,39,192,4
Charlie's Country,"Charlie, is getting older and is out of sorts. The government's intervention is making life more difficult on his remote community. He leaves to live the old way, but in doing so sets off a chain of events.","Drama, Movies",https://iview.abc.net.au/show/charlie-s-country/video/ZW2979A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2979A001S00_60e7c4e8c7a32_1920.jpg,38,193,5
The Chemical World,"For fifty thousand years, humans have grappled with the question - why are we here? Scientists have sought out the evidence. This is the story of how chemistry shaped our planet and gave rise to all life on earth.",Documentary,https://iview.abc.net.au/show/chemical-world,https://cdn.iview.abc.net.au/thumbs/i/do/DO1952H_6101fe254469a_1920.jpg,39,194,10
Chemistry: Challenges And Solutions,"Teaches concepts of general chemistry by presenting real challenges in energy production, materials development, biochemistry & environmental protection. The course zeroes in on core topics taught in introductory chemistry. Stages 4-6 Science
",Education,https://iview.abc.net.au/show/chemistry-challenges-and-solutions,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1262A_5993ac81b03f2_1670.jpg,32,195,3
Cheri,"When a retired courtesan asks her former colleague, Lea to instruct her son, Cheri in the ways of love, they embark on an extraordinary love affair steeped in lust, jealousy and desire.","Comedy, Drama, Movies",https://iview.abc.net.au/show/cheri/video/ZW2886A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2886A001S00_609c9da4258f1_1920.jpg,32,196,0
Chicken People,A look into the lives of three individuals with a passion for raising the perfect chicken as they head to the largest poultry competition in the United States to find out who will win best of show.,"Documentary, Movies",https://iview.abc.net.au/show/chicken-people/video/ZW2851A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2851A001S00_60ab4af6dd486.jpg,37,197,10
Children of the Holocaust,"Six remarkable stories of survival from eyewitnesses of Nazi atrocities during World War 2, brought to life for a young audience through animation and a series of follow-on interviews to camera. Stage 5 History, English and Geography.",Education,https://iview.abc.net.au/show/children-of-the-holocaust,https://cdn.iview.abc.net.au/thumbs/i/zw/publicity_ZW0346A.jpg,37,198,11
Children Of The Revolution,"Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now.","Comedy, Drama, Movies",https://iview.abc.net.au/show/children-of-the-revolution/video/ZW3036A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3036A001S00_61416a073863c_1920.jpg,32,199,3
The China Century,"The forces that have powered China's rise are rarely explored, while the lives of Chinese people barely get a mention. Beyond the headlines what do we really know about China and its 1.4 billion citizens?",Documentary,https://iview.abc.net.au/show/china-century,https://cdn.iview.abc.net.au/thumbs/i/do/DO1950H_61cd1e0378aaa_1920.jpg,35,200,1
China's Artful Dissident  (Simplified Chinese Subtitles),"Follows a Chinese political artist in exile, on a personal challenge to stop the Communist regime's whitewashing of history and abuse of human rights - and in the process, risking his family's freedom.",Arts and culture,https://iview.abc.net.au/show/china-s-artful-dissident-simplified-chinese-subtitles/video/IV1913H001S00,https://cdn.iview.abc.net.au/thumbs/i/iv/IV1913H001S00_5d1ea566469c3_1280.jpg,33,201,13
China's Artful Dissident,"Follows a Chinese political artist in exile, on a personal challenge to stop the Communist regime's whitewashing of history and abuse of human rights, and in the process, risking his family's freedom.","Arts and culture, Documentary",https://iview.abc.net.au/show/china-s-artful-dissident/video/AC1811H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1811H001S00_607d68ddcce19_1280.jpg,32,202,13
China Tonight,"Stan Grant and Yvonne Yong take a fresh look at news from inside China. We go beyond the headlines of trade wars and global posturing to bring you stories of China's rise in the world, and the changes and challenges at home.","Education, News and current affairs",https://iview.abc.net.au/show/china-tonight,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2130H_60af312adddaa_1920.jpg,42,203,8
Chopsticks Or Fork?,"Every country town in Australia has a Chinese restaurant and comedian and food enthusiast Jennifer Wong is on a mission to meet the people behind the wok, to find out what makes their food both Australian and Chinese.",Documentary,https://iview.abc.net.au/show/chopsticks-or-fork,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2002H_60ac7607ce541.jpg,38,204,13
Christmas In Australia With Christine Anu,"Celebrate Christmas with Christine Anu as she explores how Australia's melting pot of traditions, cultures and faiths not only sparks festive joy, but rejoices in the kindness and resilience of Australians.","Documentary, Lifestyle",https://iview.abc.net.au/show/christmas-in-australia-with-christine-anu/video/RN2011H026S00,https://cdn.iview.abc.net.au/thumbs/i/rn/RN2011H026S00_61c271853d648_1920.jpg,31,205,13
Christmas Sounds Better This Year,Every Christmas the same old songs are played so we got some talented people to compose new ones. In this heart-warming musical adventure we celebrate the Australian Christmas spirit at its very best.,Documentary,https://iview.abc.net.au/show/christmas-sounds-better-this-year/video/RN1811H028S00,https://cdn.iview.abc.net.au/thumbs/i/rn/RN1811H028S00_5de5e5f7b6f81.jpg,33,206,9
Christmas With Poh,"Poh invites three of her chef mates, Emmanuel Mollois, Andre Ursini and Dennis Leslie, to cook their favourite Christmas dishes with her. Together they create a truly delicious multicultural Christmas.",Lifestyle,https://iview.abc.net.au/show/christmas-with-poh/video/FA1300S001S00,https://cdn.iview.abc.net.au/thumbs/i/fa/FA1300S001S00_5c36cddabe148_1280.jpg,30,207,12
Cinderella,"Alexei Ratmansky's Cinderella has all the elements of the story we love - a feisty heroine, a dashing prince, a kindly godmother and a wicked stepmother. Performed by The Australian Ballet. Music performed by Queensland Symphony Orchestra.","Arts and culture, Family",https://iview.abc.net.au/show/cinderella/video/ZW2306A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2306A001S00_60763b65b9cc4_1920.jpg,37,208,13
Circle Square,"An animated comedy starring Vanessa the Dragon, owner of the rainbow lighthouse, who helps out with everyday dilemmas and different friends in need of her help (and sometimes she needs theirs!)",Kids,https://iview.abc.net.au/show/circle-square,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3230A_61f62a6d4a5a4_3600.jpg,31,209,9
Classic Countdown,"Classic Countdown will celebrate one of the most loved programs ever produced and broadcast by the ABC, spanning 13 years from 1974-1987, providing the soundtrack to an entire generation of Australians.",Arts and culture,https://iview.abc.net.au/show/classic-countdown,https://cdn.iview.abc.net.au/thumbs/i/le/LE1601V_5b556d29a5567_1280.jpg,31,210,13
Cliffy,"The remarkable story of Cliffy; an Australian farmer who emerged as an unlikely sporting hero, winning a marathon and capturing the heart of a nation.","Drama, Movies",https://iview.abc.net.au/show/cliffy/video/DR1107V001S00,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1107V001S00_5cf082cdc52e7_1280.jpg,25,211,10
Climate Change: The Facts,"Sir David Attenborough looks at a planet on the verge of climate catastrophe. With intimate stories of people's lives affected by climate change, the documentary takes a look at one of the greatest challenges we face today.",Documentary,https://iview.abc.net.au/show/climate-change-the-facts/video/ZW2018A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2018A001S00_5d3fa73889201.jpg,37,212,2
Close Of Business,"There's never been a more important time to keep track of your money. The pandemic has changed the way we live, work, socialise and do business. With a federal election in 2022 we follow all the economic and consumer impacts.",News and current affairs,https://iview.abc.net.au/show/close-of-business,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2219H_61f21b56e15e7.jpg,40,213,4
Closed Doors,A car breaks down in the middle of the bush leaving a young paranoid couple on the run. When they come across an eerie old federation home they come face-to-face with the ominous home owners.,Arts and culture,https://iview.abc.net.au/show/closed-doors/video/IP1806H001S00,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1806H001S00_5f98f0ca6b72e_1280.jpg,35,214,1
Coastal Processes And Land Forms,"What happens when you take away a village's natural sea defences? Filmed along the Dorset coastline, this film provides up-to-date explanations and examples of the processes and landforms that shape coastal environments. Stages 5-6 Science and Geography
",Education,https://iview.abc.net.au/show/coastal-processes-and-land-forms/video/ZW1137A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1137A001S00_5f34e56f45a64_1280.jpg,37,215,11
Collisions,"Collisions are everywhere - some are insignificant, others can be catastrophic. We explore how understanding principles of physics and calculating different quantities enables us to explain the behaviour of colliding objects.",Education,https://iview.abc.net.au/show/collisions,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2720A_6090c95d4fc17.jpg,31,216,3
Colonising Australia 1788-1901,The colonisation of Australia is an important part of the secondary History curriculum. This series introduces two early settlements of Sydney and Melbourne and discusses the impact of colonisation on Indigenous Australians.,Education,https://iview.abc.net.au/show/colonising-australia-1788-1901,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2719A_6099d3b4dbc83_1280.jpg,32,217,3
Colourful Weather,"Colourful Weather brings you the fun and fascinating science behind five very colourful weather events. Hosted by Nate Byrne, this is weather for kids, presented in a way they can understand and get excited about. Stages 3-5 Science and Geography",Education,https://iview.abc.net.au/show/colourful-weather,https://cdn.iview.abc.net.au/thumbs/i/ra/RA1905H_5caae7d672acd.jpg,40,218,11
Come Home,"Greg and Marie have been married for nineteen years, when, seemingly out of the blue, Marie walks out on him and her three children - the last taboo of parenting.",Drama,https://iview.abc.net.au/show/come-home,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3029A_60c17a1ae3005_1920.jpg,30,219,3
Community,"When returning to law is harder than he expected, Jeff signs onto a lawsuit that takes him back to Greendale Community College, where he finds the study group struggling with their post-college lives too.",Comedy,https://iview.abc.net.au/show/community,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1932A_5d8984995bcf7.jpg,34,220,1
Compass,"Compass explores the interface between religion and life as experienced by individuals and communities - including ordinary Australians, public leaders, religious thinkers and philosophers.","Arts and culture, Documentary, Lifestyle",https://iview.abc.net.au/show/compass,https://cdn.iview.abc.net.au/thumbs/i/rn/RN2011H_603f108d896c9_1280.jpg,24,221,13
Content,"Wannabe influencer and millennial Lucy is not content with life but when a car crash makes her a worldwide meme, her life changes course forever.",Comedy,https://iview.abc.net.au/show/content,https://cdn.iview.abc.net.au/thumbs/i/co/CO1812Q_5d65e6726e8e0_1280.jpg,25,222,5
Control,"A portrait of Ian Curtis, the enigmatic singer of Joy Division whose troubled life ultimately led him to suicide. Based on the memoirs of Deborah Curtis.","Drama, Movies",https://iview.abc.net.au/show/control/video/ZW2850A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2850A001S00_60ab4af69dab7.jpg,26,223,0
Convict Kids,"Australia was a British penal colony between 1788 and 1868 and over 160,000 convicts were 'transported' here. Learn about these child convicts, why they were transported, how they lived in the colony and what became of them.",Education,https://iview.abc.net.au/show/convict-kids,https://cdn.iview.abc.net.au/thumbs/i/ed/ED2001H_5ee6d2266e651.jpg,37,224,3
Cooked,"In 2020, the ghost of Captain Cook awakens. He re-unites with Mahnra, an Indigenous woman's spirit trapped inside the body of a goat. They travel across Australia in search of a cure for a mysterious 250-year-old spell.",Comedy,https://iview.abc.net.au/show/cooked,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1960H_600a39d1c181f_1920.jpg,37,225,12
Cookie Monster's Foodie Truck,Cookie Monster and Gonger work in their food truck fielding orders from children via video message. The monsters drive the truck to a specific location and learn about where certain foods originally come from.,Kids,https://iview.abc.net.au/show/cookie-monster-s-foodie-truck,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2623A_616908ef948f4_1920.jpg,34,226,3
COP26: Towards Zero,"As world leaders gather in Glasgow for the UN Climate Change Summit COP26, ABC News brings you comprehensive coverage. Will we reach a global consensus on net zero emissions by 2050 and a pathway to 2030?",News and current affairs,https://iview.abc.net.au/show/cop26-towards-zero,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2118H_617f3db945b31_1920.jpg,36,227,4
Coppelia,"A sparkling tale of magic and mischief, Coppelia has everything a good story ballet should: enchantment, romance and sumptuous costumes. Performed by The Australian Ballet. Music performed by Opera Australia Orchestra.","Arts and culture, Family",https://iview.abc.net.au/show/coppelia/video/ZW2304A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2304A001S00_60763ef815437_1920.jpg,31,228,13
Coriolanus,A banished hero of Rome allies with a sworn enemy to take his revenge on the city. Ralph Fiennes makes his directorial debut with this bold retelling of the Shakespeare classic.,"Drama, Movies",https://iview.abc.net.au/show/coriolanus/video/ZW2887A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2887A001S00_60a1c0e29bc91_1920.jpg,31,229,10
Countdown To War,"On Friday 1st September 1939, Germany invaded Poland and the clock started ticking. On Sunday morning, Britain had declared war. Learn about the three days that led up to the Second World War and changed the world forever.",Documentary,https://iview.abc.net.au/show/countdown-to-war,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3208A_61fb702400286_3600.jpg,38,230,3
Cracking COVID,"Tracking the real-time story of Australia's scientific response to the pandemic. As teams of scientists unlock the secrets of the virus, researchers work to build a vaccine, and patients confront symptoms of this new disease.",Documentary,https://iview.abc.net.au/show/cracking-covid/video/DO2005V001S00,https://cdn.iview.abc.net.au/thumbs/i/do/DO2005V001S00_60d9334a88f4f_1920.jpg,35,231,10
Create,"Release your inner artist with the help of our experts who will show you how to mould, fold, paint, braid, twirl and build. There's so many creative projects you can do at home with some simple materials and with your hands!",Education,https://iview.abc.net.au/show/create,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1714V_59a4b949bbec1_1280.jpg,41,232,13
Creating A Nation,"Australia is a multicultural country, people from all over the world have made their homes here. Hear the stories of diverse Australians as they share the journeys they or their ancestors have taken to make Australia home.",Education,https://iview.abc.net.au/show/creating-a-nation,https://cdn.iview.abc.net.au/thumbs/i/ed/ED2015H_60a35207bad94.jpg,37,233,3
Creation,From the writer of Master and Commander comes the inspirational story of how Charles Darwin created one of the most explosive ideas in history and became one of the greatest scientists the world has ever known.,"Drama, Movies",https://iview.abc.net.au/show/creation/video/ZW2888A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2888A001S00_60a2ff4dd63d0_1920.jpg,36,234,10
Crocodile Territory: Protecting a Predator,"The saltwater crocodile has come back from the brink of extinction since the Northern Territory outlawed hunting 50 years ago, but the wary relationship between the deadly predator and people is shifting.",News and current affairs,https://iview.abc.net.au/show/crocodile-territory-protecting-a-predator/video/NS2161D001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2161D001S00_61528a98aac67_1920.jpg,32,235,4
Crowded House Live At Sydney Opera House,An unforgettable event from the steps of Sydney Opera House. In 2016 Crowded House returned to play a cavalcade of their hits and favourites 20 years after their landmark last concert.,Arts and culture,https://iview.abc.net.au/show/crowded-house-live-at-sydney-opera-house/video/FA1601H001S00,https://cdn.iview.abc.net.au/thumbs/i/fa/FA1601H001S00_607632d6892e7_1280.jpg,31,236,12
The Crown and Us: The Story of The Royals in Australia,"The Crown is part of who we were and who we are - and despite the secrets, scandals and questions of relevance, our reverence for the British Royals remains as strong as ever. Why is that? And will it ever change?",Documentary,https://iview.abc.net.au/show/crown-and-us-the-story-of-the-royals-in-australia,https://cdn.iview.abc.net.au/thumbs/i/do/DO1715H_5c7c6b6cb641e_1280.jpg,41,237,5
The Cry,"The disappearance of a newborn triggers a mother's psychological breakdown. Thrust under the glare of media speculation, her relationship begins to unravel and is changed forever. 2019 AACTA Award Winner.",Drama,https://iview.abc.net.au/show/cry,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1460A_5d2bdf7274c31_1280.jpg,30,238,5
The Crystal Maze,"Richard Ayoade presents this game show where contestants collect crystals by doing different challenges. The challenges are physical, mental, mystery and skill-based, the winners get the prize they chose prior to the game.",Family,https://iview.abc.net.au/show/crystal-maze,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1956A_5ce4a1aecaad3.jpg,33,239,2
Cubs,"There are 8.7 millions of animal species in the world. Cubs, through animation, tells the bedtime habits of some of the most loved and mysterious beings, letting children know that is time to go to bed.",Kids,https://iview.abc.net.au/show/cubs,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2263A_5ef475aeb8649_1280.jpg,36,240,3
Curious George,"The Man in the Yellow Hat is raising George, a little African monkey, and tries very hard to care for him. But things never go smoothly as George's curiosity gets him and others into trouble.",Kids,https://iview.abc.net.au/show/curious-george,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2267A_5f3b868a5242d.jpg,35,241,12
Cyber Dreaming,Graphic artist Stuart Campbell has developed his unique artistic practice in relative isolation but decides to share his work with a group of Indigenous kids in outback Australia.,"Arts and culture, Documentary",https://iview.abc.net.au/show/cyber-dreaming/video/AC1342H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/publicity_AC1342H001S00.jpg,28,242,13
Dan Sultan: Nali and Friends,"Nali and Friends is by ARIA Award-winning musician Dan Sultan. Bursting with playful, upbeat songs, interwoven with heart-warming stories about growing up, protecting our natural world, and learning to accept difference.",Kids,https://iview.abc.net.au/show/dan-sultan-nali-and-friends,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1992A_5d24011ce62da.jpg,31,243,3
Dangerous Remedy,"Set in 1969 Melbourne, Dangerous Remedy tells the fascinating story of Dr Bertram Wainer who put his life at risk to expose police corruption in an effort to change the law on abortion.",Drama,https://iview.abc.net.au/show/dangerous-remedy/video/DR1103V001S00,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1103V001S00_5cf0adcb2c6e4_1280.jpg,33,244,3
Daniel Tiger's Neighbourhood,"A shy but brave 4-year-old tiger learns key skills necessary for school and life with the help of his neighbours, family and friends.",Kids,https://iview.abc.net.au/show/daniel-tiger-s-neighbourhood,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2170A_5f2a3f6ac00b3.jpg,23,245,9
Dates That Made History,"This series tells world history through a few major dates, revisited through the prism of memory. Driven by historian Patrick Boucheron, history comes to life under our eyes with bold and entertaining graphics.",Education,https://iview.abc.net.au/show/dates-that-made-history,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2920A_60c2ec22c7c89_1280.jpg,33,246,3
David Attenborough's Conquest Of The Skies,"David Attenborough embarks on an extraordinary journey to search for the origins of animal flight, beginning his epic global exploration in the unexpectedly skillful world of the flying insects.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-conquest-of-the-skies,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9702A_6059670eb48d5_1280.jpg,29,247,2
David Attenborough's First Life,"David Attenborough traces the origin of life, going back to the very roots of the tree of life, in search of the very first animals that moved, to the first predators that killed and the first legs that walked on land.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-first-life,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX0951A_61286d5f2f4f3_1920.jpg,41,248,2
David Attenborough's Flying Monsters,"For thousands of years, humans have believed that there were once flying monsters. But did they really exist beyond our wildest imaginations? Sir David Attenborough sets out to uncover the truth.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-flying-monsters/video/ZX9703A001S00,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9703A001S00_605adf463e759_1280.jpg,31,249,2
David Attenborough's Galapagos,David Attenborough travels to this wild and mysterious archipelago. It was amongst its flora and fauna that Charles Darwin formulated his groundbreaking theories on evolution.,"Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-galapagos,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9152A_5ffe85a85b43a_1280.jpg,25,250,2
David Attenborough's Global Adventure,"From the deep oceans in a state-of-the-art submarine on the Great Barrier Reef, to the ancient rainforests of Borneo, David Attenborough embarks on a unique natural history adventure across the globe and through time.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-global-adventure,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3049A_612597104ecf7_3600.jpg,34,251,2
David Attenborough's Great Barrier Reef,"Almost sixty years after his first visit to the Great Barrier Reef, David Attenborough embarks on a personal journey of discovery to understand how the Reef was created and meets the animals that call it home.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-great-barrier-reef,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0220A_6123381823364_1920.jpg,36,252,2
David Attenborough's Kingdom Of Plants,"David Attenborough explores a whole new dimension in the lives of plants, from the most bizarre to the most beautiful in this sensational series.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-kingdom-of-plants,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9153A_61233e4c24c37_1920.jpg,24,253,2
David Attenborough's Life That Glows,Join Sir David Attenborough and a team of the world's leading scientists and deep sea explorers on a quest to reveal the secrets of living lights.,"Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-life-that-glows/video/ZW0730A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0730A001S00577460dd079d24.96528294_1280.jpg,26,254,2
David Attenborough's Micro Monsters,"Micro Monsters is a thrilling voyage into a realm that is close to us yet quite inaccessible to the naked eye and confusing to human sensibilities - the strange, weird and wonderful world of bugs.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-micro-monsters,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9707A56d50f4c237f12.61281792_1280.jpg,35,255,2
David Attenborough's Natural History Museum Alive,This program takes us on a magical journey through London's Natural History Museum at night. Sir David Attenborough reveals how ancient animals once roamed the planet and filled the skies.,"Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-natural-history-museum-alive/video/ZX9704A001S00,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9704A001S00_605c29a48b16b_1920.jpg,30,256,2
David Attenborough's Rise Of Animals,"David Attenborough embarks on a remarkable journey revealing the extraordinary group of animals that dominate our world, and how their evolution defines our human bodies.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-rise-of-animals,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6325A52f2d45c748be2.14743512_940.jpg,25,257,2
David Attenborough's Tasmania,"David Attenborough narrates the story of a vast island wilderness: ancient forests, pristine rivers and spectacular coastline. From dry heat to strong cold winds, it's home to wombats, wallabies and platypus.","Documentary, Family",https://iview.abc.net.au/show/david-attenborough-s-tasmania/video/ZW1100A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1100A001S00_5b0ce2ca5a6c3.jpg,31,258,2
David Brill's Story On The Frontlines,"A life through the lens - the story of Legendary ABC cinematographer David Brill looks back at his incredible career on the frontlines of history, from the 1960s and Vietnam to Four Corners and beyond.",News and current affairs,https://iview.abc.net.au/show/david-brill-s-story-on-the-frontlines/video/ZW3189A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3189A001S00_61b192bf36572_1920.jpg,35,259,8
Dead Europe,"In Greece to scatter his father's ashes, Isaac hears of a curse that hangs over the head of his family. Dismissing the idea, his trip begins to unveil dark truths that forced his father to flee years ago.","Drama, Movies",https://iview.abc.net.au/show/dead-europe/video/ZW2776A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2776A001S00_6090e576d9701.jpg,38,260,10
Dead Pixels,"Centres on three mates whose world revolves around their obsession for a popular online role playing fantasy game Kingdom Scrolls, splitting them between their real and virtual lives and how they crossover.",Comedy,https://iview.abc.net.au/show/dead-pixels,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1834A_620ee73d548f5_3600.jpg,32,261,7
Deadly Family Portraits: Crombie Crew,"Two Aboriginal artists Lillian and Elaine Crombie, share this emotionally driven story that explores the very heart of their being and the very essence of their connection to each other.","Arts and culture, Education",https://iview.abc.net.au/show/deadly-family-portraits-crombie-crew/video/AC1827S001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1827S001S00_5d47ca559d0c9.jpg,30,262,13
Deadly Family Portraits: Electric Mimili,"Robert Fielding and Zaachariaha Fielding tell their story about reconnecting to culture and identity in their home of Mimili, in the far north-west of South Australia.","Arts and culture, Education",https://iview.abc.net.au/show/deadly-family-portraits-electric-mimili/video/AC1830S001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1830S001S00_5d47ca568feef.jpg,26,263,13
Deadly Family Portraits: Sansbury Sisters,"Sisters Taree and Caleena Sansbury move seamlessly together as they dance across the stage, with connection to culture and a strong female energy present in every step.","Arts and culture, Education",https://iview.abc.net.au/show/deadly-family-portraits-sansbury-sisters/video/AC1828H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1828H001S00_5d47ca56388ba.jpg,27,264,13
The Death And Life Of Otto Bloom,"The chronicle of the life and great love of Otto Bloom, an extraordinary man who experiences time in reverse - passing backwards through the years only remembering the future.","Drama, Movies",https://iview.abc.net.au/show/death-and-life-of-otto-bloom/video/ZW2782A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2782A001S00_61931e7d74dd2.jpg,29,265,0
Death In Paradise,The popular whodunit series is back for its tenth anniversary series as D.I. Neville Parker attempts to solve a slew of mysterious murders in the sun-soaked Caribbean.,Drama,https://iview.abc.net.au/show/death-in-paradise,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3206A_61d3b80060bac.jpg,27,266,6
Decoding Danger,"Apocalyptic fire storms, raging floods and the most venomous creatures in the world. We dig deep into the science behind nature's greatest threats, to find ways to stay safe, in Australia and around the world.",Documentary,https://iview.abc.net.au/show/decoding-danger,https://cdn.iview.abc.net.au/thumbs/i/do/DO1951H_612c61ec4a662_1624.jpg,35,267,10
Deep Dive Into Australia's Ocean Odyssey,"Focussing on marine life, interconnectedness of land and sea, and ocean protection and restoration, this series is hosted by Rad Yeo and combines segments from Australia's Ocean Odyssey alongside interviews with experts.",Education,https://iview.abc.net.au/show/deep-dive-into-australia-s-ocean-odyssey,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2035H_5f361e998da59_1280.jpg,32,268,3
The Deep,"The Nekton family's undersea adventures continue with friends new and old, incredible sea creatures, big, small and HUGE. But most importantly, they finally catch a glimpse of their ultimate goal: the lost city of Lemuria.",Family,https://iview.abc.net.au/show/deep,https://cdn.iview.abc.net.au/thumbs/i/ch/CH1764H_5c47ca6997ef7.jpg,35,269,9
Dementia & Us,"This two-part series follows four people with dementia over the course of two years. A telling insight into what it's really like to live with the condition, following the ups and downs of life with a changing brain.",Documentary,https://iview.abc.net.au/show/dementia-and-us,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3250A_61f8aa6b91b32.jpg,38,270,3
The Demon Headmaster,"The worst school in the country becomes the best overnight. How? The Demon Headmaster! It's up to a gang of intrepid kids to crack his master plan, save their school and the world!",Family,https://iview.abc.net.au/show/demon-headmaster,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2065A_5e2fbf99027d3.jpg,33,271,10
The Dengineers,"With the kids in charge, presenters Lauren Layfield and Joe Tracini and the elite team of Dengineers create dens for adventure, for hanging out with your friends and family and for making your dreams come true.",Family,https://iview.abc.net.au/show/dengineers,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1508A_5a9e2a6be0266.jpg,36,272,9
Desert Metal Dreaming,"The most isolated metal band in the world, Southeast Desert Metal, and their Aunty Kathleen, share ancient Arrernte culture with the world through song and painting.","Arts and culture, Documentary",https://iview.abc.net.au/show/desert-metal-dreaming/video/DO2025D001S00,https://cdn.iview.abc.net.au/thumbs/i/do/DO2025D001S00_60dd2967cea0b_1920.jpg,26,273,14
